videoid,contentUrl,duration,page_dir,name
32160274,https://ak.picdn.net/shutterstock/videos/32160274/preview/stock-footage-kuala-lumpur-circa-september-aerial-view-an-iconic-view-of-petronas-twin-towers.mp4,PT00H00M20S,012001_012050,Kuala lumpur - circa september 2017: aerial view. an iconic view of petronas twin towers.
22598293,https://ak.picdn.net/shutterstock/videos/22598293/preview/stock-footage-california-a-small-girl-is-all-happy-playing-with-father-around.mp4,PT00H00M07S,131051_131100,California 1977: a small girl is all happy playing with father around
23703112,https://ak.picdn.net/shutterstock/videos/23703112/preview/stock-footage-m-with-moderate-traffic-sweeping-shot.mp4,PT00H00M23S,172101_172150,M25 with moderate traffic sweeping shot
24981935,https://ak.picdn.net/shutterstock/videos/24981935/preview/stock-footage-happy-woman-showing-the-key-of-new-car.mp4,PT00H00M16S,000551_000600,Happy woman showing the key of new car
1026893999,https://ak.picdn.net/shutterstock/videos/1026893999/preview/stock-footage-tools-for-the-industry.mp4,PT00H00M10S,170501_170550,Tools for the industry
1021479550,https://ak.picdn.net/shutterstock/videos/1021479550/preview/stock-footage-turkish-flag-on-a-big-pole.mp4,PT00H00M10S,179301_179350,Turkish flag on a big pole	
1036698926,https://ak.picdn.net/shutterstock/videos/1036698926/preview/stock-footage-mature-man-pulling-his-listening-in-ecuador.mp4,PT00H00M05S,088401_088450,Mature man pulling his listening in ecuador
23686129,https://ak.picdn.net/shutterstock/videos/23686129/preview/stock-footage-young-beautiful-woman-relaxed-in-living-room-playing-guitar-and-looking-and-smiling-at-camera.mp4,PT00H00M14S,007851_007900,Young beautiful woman relaxed in living room playing guitar and looking and smiling at camera.
1042976365,https://ak.picdn.net/shutterstock/videos/1042976365/preview/stock-footage-an-aerial-shot-of-melbourne-city-at-alexandra-gardens-australia.mp4,PT00H00M22S,024351_024400,"An aerial shot of melbourne city at alexandra gardens, australia"
8488273,https://ak.picdn.net/shutterstock/videos/8488273/preview/stock-footage-shining-galaxy-spinning-in-the-open-space.mp4,PT00H00M24S,175201_175250,Shining galaxy spinning in the open space
1014348074,https://ak.picdn.net/shutterstock/videos/1014348074/preview/stock-footage-flight-along-the-stony-shore-with-nets-on-lofoten-aerial-view-of-the-coast-of-norway-flight-above.mp4,PT00H00M08S,125651_125700,"Flight along the stony shore with nets on lofoten, aerial view of the coast of norway, flight above salmon farm fishing in norway, network of salmon farm in the norwegian sea"
7719790,https://ak.picdn.net/shutterstock/videos/7719790/preview/stock-footage-closeup-peacock-in-the-park.mp4,PT00H00M18S,149651_149700,Closeup peacock in the park.
42331,https://ak.picdn.net/shutterstock/videos/42331/preview/stock-footage-ancient-roman-aqueduct-aspendus-turkey.mp4,PT00H00M38S,035851_035900,"Ancient roman aqueduct aspendus, turkey"
1025389910,https://ak.picdn.net/shutterstock/videos/1025389910/preview/stock-footage-collage-of-medium-and-close-up-shots-of-young-handsome-afro-american-man-in-white-sweater-sitting.mp4,PT00H00M15S,175001_175050,"Collage of medium and close up shots of young handsome afro-american man in white sweater sitting at home, working on laptop and tablet, talking on phone, having video chat. ?ommunication concept"
847549,https://ak.picdn.net/shutterstock/videos/847549/preview/stock-footage-red-bug-on-fennel.mp4,PT00H00M10S,081651_081700,Red bug on fennel.
1023891247,https://ak.picdn.net/shutterstock/videos/1023891247/preview/stock-footage-woman-placing-contact-lens-into-lower-part-of-an-eye-female-showing-how-to-insert-contact-lens.mp4,PT00H00M20S,184701_184750,Woman placing contact lens into lower part of an eye. female showing how to insert contact lens.
1015047145,https://ak.picdn.net/shutterstock/videos/1015047145/preview/stock-footage-musk-ox-bull-male-adult-lone-in-fall-foggy-in-alaska.mp4,PT00H00M24S,032901_032950,Musk ox bull male adult lone in fall foggy in alaska
13125206,https://ak.picdn.net/shutterstock/videos/13125206/preview/stock-footage-red-ink-pouring-into-water-underwater-shot.mp4,PT00H00M18S,061651_061700,"Red ink pouring into water, underwater shot"
1033093574,https://ak.picdn.net/shutterstock/videos/1033093574/preview/stock-footage-bubble-milk-tea-background-bubble-milk-tea-rotating-animation-minimal-art.mp4,PT00H00M10S,130651_130700,Bubble milk tea background. bubble milk tea rotating.animation minimal art.
31040821,https://ak.picdn.net/shutterstock/videos/31040821/preview/stock-footage-panoramic-views-on-lake-tahoe-fallen-leaf-lake-cathedral-lake-carson-ridge-pyramid-peak-and.mp4,PT00H01M02S,003651_003700,"Panoramic views on lake tahoe, fallen leaf lake, cathedral lake, carson ridge, pyramid peak and heavenly resort from mount tallac path. melting snow, full lakes, flowing creeks."
1018570300,https://ak.picdn.net/shutterstock/videos/1018570300/preview/stock-footage-beautiful-bride-in-luxury-wedding-dress-in-front-of-palace.mp4,PT00H00M16S,142701_142750,Beautiful bride in luxury wedding dress in front of palace
1033548125,https://ak.picdn.net/shutterstock/videos/1033548125/preview/stock-footage-happy-retired-man-in-suit-making-online-bet-on-cellphone-rejoicing-cash-prize.mp4,PT00H00M06S,033551_033600,"Happy retired man in suit making online bet on cellphone, rejoicing cash prize"
7184479,https://ak.picdn.net/shutterstock/videos/7184479/preview/stock-footage-waterfall-in-mountains-in-slow-motion-high-speed-reel-super-slow-motion-dolly-shot-filmed-at.mp4,PT00H00M30S,067851_067900,"Waterfall in mountains in slow motion, high speed reel. super slow motion dolly shot. filmed at 250 fps"
1051031875,https://ak.picdn.net/shutterstock/videos/1051031875/preview/stock-footage-woman-in-face-protective-mask-in-a-supermarket-shop-with-cart-quarantine-epidemic-pandemic-of.mp4,PT00H00M07S,117651_117700,Woman in face protective mask in a supermarket shop with cart. quarantine epidemic pandemic of covid-19 coronavirus.
16099213,https://ak.picdn.net/shutterstock/videos/16099213/preview/stock-footage-kouvola-finland-september-wood-being-transported-in-a-conveyor-belt-in-a-wood.mp4,PT00H00M23S,119001_119050,"Kouvola, finland, september 15, 2015. wood being transported in a conveyor belt in a wood processing factory in kouvola, finland, on september 15th, 2015."
1036437626,https://ak.picdn.net/shutterstock/videos/1036437626/preview/stock-footage-france-circa-mont-saint-michel-monastery-in-france-at-dusk-or-night-in-golden-purple-light.mp4,PT00H00M11S,101951_102000,France - circa 2018 - mont saint michel monastery in france at dusk or night in golden purple light.
7002061,https://ak.picdn.net/shutterstock/videos/7002061/preview/stock-footage-trondheim-norway-january-sliding-timelapse-from-under-a-wooden-building-by-the-river.mp4,PT00H00M06S,139751_139800,"Trondheim, norway, january 2014
sliding timelapse from under a wooden building, by the river ""nidelven"", in trondheim, norway, at night."
1042033423,https://ak.picdn.net/shutterstock/videos/1042033423/preview/stock-footage-pretty-beautiful-traveler-woman-girl-in-red-dress-walking-with-suitcase-at-luxury-resort-female.mp4,PT00H00M07S,017201_017250,"Pretty beautiful traveler woman girl in red dress walking with suitcase at luxury resort, female tourist woman in tropical hotel. travel tourism ocean beach vacation happy holiday check-in slow-mo 4 k"
15569926,https://ak.picdn.net/shutterstock/videos/15569926/preview/stock-footage-silhouettes-of-body-boarders-running-in-slow-motion-on-the-sunset-shore-of-sao-conrado-beach-in-rio.mp4,PT00H00M35S,185651_185700,"Silhouettes of body boarders running in slow motion on the sunset shore of sao conrado beach in rio de janeiro, brazil"
1021460734,https://ak.picdn.net/shutterstock/videos/1021460734/preview/stock-footage-cat-grabs-the-hand-and-tries-to-bite-k.mp4,PT00H00M22S,080051_080100,Cat grabs the hand and tries to bite 4k
30430618,https://ak.picdn.net/shutterstock/videos/30430618/preview/stock-footage-sunset-reveal-shot-of-a-forest-and-antenna.mp4,PT00H00M14S,071101_071150,Sunset reveal shot of a forest and antenna
1048803115,https://ak.picdn.net/shutterstock/videos/1048803115/preview/stock-footage-top-down-view-on-aquamarine-water-and-waves-cover-the-rocky-coast-of-the-mediterranean-sea-cyprus.mp4,PT00H00M11S,193301_193350,"Top down view on aquamarine water and waves cover the rocky coast of the mediterranean sea, cyprus. governor's beach. waves break on a cliff with splashing and white foam."
29649865,https://ak.picdn.net/shutterstock/videos/29649865/preview/stock-footage-european-silver-fir-or-silver-fir-abies-alba-bujaruelo-valley-sobrarbe-huesca-province-aragon.mp4,PT00H00M12S,057101_057150,"European silver fir or silver fir (abies alba), bujaruelo valley, sobrarbe, huesca province, aragon, spain, europe"
26013980,https://ak.picdn.net/shutterstock/videos/26013980/preview/stock-footage-ancient-saracen-tower-rocchetta-a-volturno-molise-italy.mp4,PT00H00M11S,130851_130900,"Ancient saracen tower, rocchetta a volturno, molise italy
"
18716087,https://ak.picdn.net/shutterstock/videos/18716087/preview/stock-footage-aerial-view-of-modern-skyscraper-buildings-in-london-england.mp4,PT00H00M24S,081951_082000,Aerial view of modern skyscraper buildings in london england
16527217,https://ak.picdn.net/shutterstock/videos/16527217/preview/stock-footage-hillegom-holland-may-tourists-take-pictures-in-a-flower-field-with-pink-tulips-near.mp4,PT00H00M14S,177151_177200,"Hillegom, holland - may 5, 2016: tourists take pictures in a flower field with pink tulips near hillegom, holland on may 5, 2016"
1006834555,https://ak.picdn.net/shutterstock/videos/1006834555/preview/stock-footage-asian-word-dragon-colorful-animation-with-an-alpha-channel.mp4,PT00H00M18S,063351_063400,Asian word dragon. colorful animation with an alpha channel
1015137925,https://ak.picdn.net/shutterstock/videos/1015137925/preview/stock-footage-phoenix-united-states-june-maricopa-county-courthouse-and-other-buildings-in-phoenix.mp4,PT00H00M15S,065551_065600,"Phoenix, united states - june, 2017: maricopa county courthouse and other buildings in phoenix, arizona."
1007162482,https://ak.picdn.net/shutterstock/videos/1007162482/preview/stock-footage-bitcoin-cryptocurrency-gold-coins.mp4,PT00H00M10S,018251_018300,Bitcoin cryptocurrency gold coins	
10494755,https://ak.picdn.net/shutterstock/videos/10494755/preview/stock-footage-aerial-united-states-yellowstone-river-near-gardiner.mp4,PT00H00M27S,180401_180450,Aerial united states-yellowstone river near gardiner 2012
2308442,https://ak.picdn.net/shutterstock/videos/2308442/preview/stock-footage-pagoda-in-samkar-village-myanmar.mp4,PT00H00M10S,014951_015000,"Pagoda in samkar village, myanmar"
30919072,https://ak.picdn.net/shutterstock/videos/30919072/preview/stock-footage-autumn-leaves-on-the-trees-croak-in-the-wind.mp4,PT00H00M14S,142101_142150,"Autumn leaves on the trees croak in the wind
"
1052513080,https://ak.picdn.net/shutterstock/videos/1052513080/preview/stock-footage-background-of-colorful-stripes-and-circles.mp4,PT00H00M20S,086401_086450,Background of colorful stripes and circles
15803512,https://ak.picdn.net/shutterstock/videos/15803512/preview/stock-footage-international-airport.mp4,PT00H00M12S,142601_142650,International airport
1046763937,https://ak.picdn.net/shutterstock/videos/1046763937/preview/stock-footage-stylish-man-sitting-barber-shop-hairstylist-hairdresser-woman-laughing.mp4,PT00H00M11S,138701_138750,Stylish man sitting barber shop hairstylist hairdresser woman laughing  
1026979589,https://ak.picdn.net/shutterstock/videos/1026979589/preview/stock-footage-close-up-of-system-administrator-hand-working-on-laptop-and-clicking-computer-mouse-in-data-center.mp4,PT00H00M05S,140151_140200,Close-up of system administrator hand working on laptop and clicking computer mouse in data center. stock footage. administrator's working
7865731,https://ak.picdn.net/shutterstock/videos/7865731/preview/stock-footage-young-wet-sexy-sporty-man-in-the-swimming-pool-in-sunny-summer-day-at-his-vacations-slow-motion.mp4,PT00H00M29S,145451_145500,"Young wet sexy sporty man in the swimming pool in sunny summer day at his vacations. slow motion. koh samui, thailand. hd, 1920x1080."
1007394982,https://ak.picdn.net/shutterstock/videos/1007394982/preview/stock-footage-torso-of-beautiful-traditional-oriental-belly-dancer-shaking-body-slow-motion.mp4,PT00H00M19S,001051_001100,Torso of beautiful traditional oriental belly dancer shaking body slow motion
12467819,https://ak.picdn.net/shutterstock/videos/12467819/preview/stock-footage-pilgrims-at-pope-john-paul-s-papal-mass-rome-italy.mp4,PT00H00M15S,047501_047550,"Pilgrims at pope john paul's papal mass 2001. rome, italy. 2001"
2265506,https://ak.picdn.net/shutterstock/videos/2265506/preview/stock-footage-clouds-running-in-a-sunny-sky.mp4,PT00H00M59S,016751_016800,Clouds running in a sunny sky
1006883119,https://ak.picdn.net/shutterstock/videos/1006883119/preview/stock-footage-hand-giving-thumb-up-with-usa-flag-approval-gesture-with-copy-space-liking-positive-opinion-sign.mp4,PT00H00M10S,190351_190400,"Hand giving thumb up with usa flag, approval gesture with copy space, liking. positive opinion sign concept of appreciation for american nation banner background, symbol united states with blank field"
1040380,https://ak.picdn.net/shutterstock/videos/1040380/preview/stock-footage-pensive-woman-walking-along-beach.mp4,PT00H00M26S,135301_135350,Pensive woman walking along beach
1039112705,https://ak.picdn.net/shutterstock/videos/1039112705/preview/stock-footage-lake-powell-utah-circa-aerial-view-of-lake-powell-shot-from-helicopter-with-cineflex-gimbal.mp4,PT00H00M34S,042901_042950,"Lake powell, utah circa-2019. aerial view of lake powell. shot from helicopter with cineflex gimbal and red 8k camera."
1058889097,https://ak.picdn.net/shutterstock/videos/1058889097/preview/stock-footage-healthy-young-pregnant-woman-with-a-baby-ultrasound-picture-is-enjoying-her-time-and-expecting-a.mp4,PT00H00M13S,085951_086000,Healthy young pregnant woman with a baby ultrasound picture is enjoying her time and expecting a baby while lying on the couch. joy of pregnancy and a transformation of becoming a mother.
1013954312,https://ak.picdn.net/shutterstock/videos/1013954312/preview/stock-footage-animation-rotation-of-model-molecule-from-glass-and-crystal-animation-of-seamless-loop.mp4,PT00H00M20S,102701_102750,Animation rotation of model molecule from glass and crystal. animation of seamless loop.
1013558195,https://ak.picdn.net/shutterstock/videos/1013558195/preview/stock-footage-rome-italy-july-ponte-sant-angelo-bridge-timelapse-at-night-sunset-bridge-ponte-sant.mp4,PT00H00M10S,013851_013900,"Rome,italy- july 5 2018: ponte sant'angelo bridge timelapse at night sunset. bridge ponte sant'angelo detail architecture landmark at night in city center timelapse 4k."
1051375222,https://ak.picdn.net/shutterstock/videos/1051375222/preview/stock-footage-using-hand-sanitizer-and-rubbing-into-hands-slow-motion.mp4,PT00H00M27S,023401_023450,Using hand sanitizer and rubbing into hands - slow motion
1027542272,https://ak.picdn.net/shutterstock/videos/1027542272/preview/stock-footage-attractive-asian-woman-relaxing-with-sunlight.mp4,PT00H00M31S,091301_091350,Attractive asian woman relaxing with sunlight
1045696879,https://ak.picdn.net/shutterstock/videos/1045696879/preview/stock-footage-time-lapse-of-brandenburg-gate-at-sunrise-berlin-germany.mp4,PT00H00M20S,064051_064100,"Time lapse of brandenburg gate at sunrise, berlin, germany"
1031291804,https://ak.picdn.net/shutterstock/videos/1031291804/preview/stock-footage-rainforest-in-southeast-asia-aerial-footage.mp4,PT00H00M16S,181001_181050,Rainforest in southeast asia. aerial footage
1472023,https://ak.picdn.net/shutterstock/videos/1472023/preview/stock-footage-sailboats-are-at-anchor-near-a-lobster-village-in-stonington-maine.mp4,PT00H00M16S,005051_005100,"Sailboats are at anchor near a lobster village in stonington, maine."
1057788001,https://ak.picdn.net/shutterstock/videos/1057788001/preview/stock-footage-happy-multiethnic-business-team-applauding-to-african-female-boss-at-office-meeting-all-wearing.mp4,PT00H00M09S,116301_116350,"Happy multiethnic business team applauding to african female boss at office meeting, all wearing covid-19 head shields."
9792716,https://ak.picdn.net/shutterstock/videos/9792716/preview/stock-footage-russia-moscow-december-kremlin-embarkment-night.mp4,PT00H00M19S,184751_184800,Russia. moscow. december 2010: kremlin embarkment. night.
1025450597,https://ak.picdn.net/shutterstock/videos/1025450597/preview/stock-footage-the-south-devon-coastline-on-a-tranquil-sunny-day.mp4,PT00H00M12S,135451_135500,The south devon coastline on a tranquil sunny day
9272051,https://ak.picdn.net/shutterstock/videos/9272051/preview/stock-footage-luxury-corporate-jet-air-to-air-luxury-corporate-jet-being-used-for-modern-business-travel.mp4,PT00H00M11S,133001_133050,Luxury corporate jet  - air to air luxury corporate jet being used for modern business travel
1015812919,https://ak.picdn.net/shutterstock/videos/1015812919/preview/stock-footage-the-heart-anahata-mandala-chakra-symbol-forming-of-fire-one-of-the-seven-chakras-great-for-design.mp4,PT00H00M15S,114401_114450,"The heart anahata mandala chakra symbol forming of fire, one of the seven chakras, great for design"
1013311055,https://ak.picdn.net/shutterstock/videos/1013311055/preview/stock-footage-scotland-nature-isle-of-skye.mp4,PT00H00M19S,197201_197250,Scotland nature (isle of skye)
1005608170,https://ak.picdn.net/shutterstock/videos/1005608170/preview/stock-footage-slow-motion-of-hand-hold-saw-cutting-wood-renovation-old-house.mp4,PT00H00M40S,187851_187900,"Slow motion of hand hold saw cutting wood, renovation old house."
1032101495,https://ak.picdn.net/shutterstock/videos/1032101495/preview/stock-footage-ariake-road-in-the-tokyo-japan.mp4,PT00H00M08S,183851_183900,"Ariake road in the tokyo, japan"
16031506,https://ak.picdn.net/shutterstock/videos/16031506/preview/stock-footage-aerial-stock-video-flagler-memorial-monument-island-shot-with-drone.mp4,PT00H00M29S,106401_106450,Aerial stock video flagler memorial monument island shot with drone
1030197515,https://ak.picdn.net/shutterstock/videos/1030197515/preview/stock-footage-lit-a-fire-built-in-bbq-the-smoke-from-the-fire-open-flame-high-temperature.mp4,PT00H00M24S,099601_099650,Lit a fire. built-in bbq. the smoke from the fire. open flame. high temperature.
1065714709,https://ak.picdn.net/shutterstock/videos/1065714709/preview/stock-footage-senior-lady-knitting-sitting-on-a-chair-on-white-background.mp4,PT00H00M11S,180851_180900,Senior lady knitting sitting on a chair on white background.
1010523104,https://ak.picdn.net/shutterstock/videos/1010523104/preview/stock-footage-racing-track-pit-lane-asphalt-clip-top-view-of-the-race-cars-on-wet-asphalt.mp4,PT00H00M12S,053951_054000,Racing track pit lane asphalt. clip. top view of the race cars on wet asphalt
1014397301,https://ak.picdn.net/shutterstock/videos/1014397301/preview/stock-footage-nandaime-nicaragua-december-a-chef-prepares-food-in-his-kitchen.mp4,PT00H00M12S,007301_007350,"Nandaime / nicaragua, december 2017: 
a chef prepares food in his kitchen.
"
4016557,https://ak.picdn.net/shutterstock/videos/4016557/preview/stock-footage-las-vegas-march-exit-las-vegas-sign-and-traffic-street-by-night.mp4,PT00H00M24S,119901_119950,"Las vegas, march 28, 2013, exit las vegas sign and traffic street by night"
1037389394,https://ak.picdn.net/shutterstock/videos/1037389394/preview/stock-footage-water-boiling-close-up-in-pot-of-boiling-water-bubbles-of-boiling-water.mp4,PT00H00M12S,033901_033950,"Water boiling,close-up in pot of boiling water,bubbles of boiling water	"
5812190,https://ak.picdn.net/shutterstock/videos/5812190/preview/stock-footage-wimbledon-winner-althea-gibson-the-usa-with-the-trophy-poses-with-her-opponent-angela-mortimer.mp4,PT00H00M03S,190601_190650,"Wimbledon winner althea gibson, the usa,with the trophy, poses with her opponent angela mortimer, uk, at wimbledon in london circa 1958-mgm pictures, universal-international newsreel, usa, filmed 1958"
1007237641,https://ak.picdn.net/shutterstock/videos/1007237641/preview/stock-footage-close-up-of-droplets-and-splashes-of-ink-moving-mixed-in-liquid-abstract-background.mp4,PT00H00M27S,115051_115100,"Close-up of droplets and splashes of ink moving, mixed in liquid, abstract background."
35058871,https://ak.picdn.net/shutterstock/videos/35058871/preview/stock-footage-marking-cartridge-under-a-microscope-where-the-visible-number.mp4,PT00H00M13S,170951_171000,"Marking cartridge under a microscope,where the visible number 10"
1020834319,https://ak.picdn.net/shutterstock/videos/1020834319/preview/stock-footage-business-woman-driving-lost-and-calling.mp4,PT00H00M30S,038801_038850,"Business woman driving, lost and calling"
1012023083,https://ak.picdn.net/shutterstock/videos/1012023083/preview/stock-footage-cascade-waterfall-water-flowing.mp4,PT00H00M20S,125601_125650,Cascade waterfall water flowing
1010459345,https://ak.picdn.net/shutterstock/videos/1010459345/preview/stock-footage-white-cow-eating-grass-in-the-farm-field.mp4,PT00H00M25S,024401_024450,White cow eating grass in the farm field.
1055939255,https://ak.picdn.net/shutterstock/videos/1055939255/preview/stock-footage-aerial-busy-egrets-birds-search-food-at-fishing-village-kuala-muda.mp4,PT00H00M11S,187151_187200,Aerial busy egrets birds search food at fishing village kuala muda.
1056470723,https://ak.picdn.net/shutterstock/videos/1056470723/preview/stock-footage-close-up-light-skin-female-hand-touching-green-tea-top-fresh-leaves-on-the-sunny-day-outdoor-hot.mp4,PT00H00M11S,029651_029700,"Close up light skin female hand touching green tea top fresh leaves on the sunny day, outdoor hot summer scene, ecology protecting planet earth and environmental conservation, new life concept,"
1777793,https://ak.picdn.net/shutterstock/videos/1777793/preview/stock-footage-elephant-runs-across-a-paved-road.mp4,PT00H00M03S,130351_130400,Elephant runs across a paved road
1038000602,https://ak.picdn.net/shutterstock/videos/1038000602/preview/stock-footage-a-man-prepares-to-knead-the-dough-for-panzerotti-baker-making-bread-the-dough-for-pizza-hands.mp4,PT00H00M16S,187701_187750,"A man prepares to knead the dough for panzerotti. baker making bread. the dough for pizza. hands kneading the dough on table. durum wheat flour, senatore cappelli"
23543608,https://ak.picdn.net/shutterstock/videos/23543608/preview/stock-footage-fishing-boat-sailing-near-lighthouse-roches-point-cork-ireland.mp4,PT00H00M13S,100851_100900,"Fishing boat sailing near lighthouse, roches point. cork ireland "
1058071027,https://ak.picdn.net/shutterstock/videos/1058071027/preview/stock-footage-smoking-kills-sign-men-puffing-cigarette-smoke-silhouette-of-men-puffing-cigarette-smoke-under-a.mp4,PT00H00M20S,177601_177650,Smoking kills sign men puffing cigarette smoke. silhouette of men puffing cigarette smoke under a smoking kills sign
1027094987,https://ak.picdn.net/shutterstock/videos/1027094987/preview/stock-footage-ufa-russia-august-group-of-tourists-visiting-salt-mine.mp4,PT00H00M05S,038251_038300,"Ufa, russia - 1 august 2018: group of tourists visiting salt mine."
1031188511,https://ak.picdn.net/shutterstock/videos/1031188511/preview/stock-footage-toronto-ontario-canada-june-toronto-tourists-and-people-walking-and-enjoying-summer-in-the.mp4,PT00H00M31S,176751_176800,"Toronto, ontario, canada june 2019 toronto tourists and people walking and enjoying summer in the city"
1035623858,https://ak.picdn.net/shutterstock/videos/1035623858/preview/stock-footage-barcelona-spain-august-major-de-gracia-festival-in-barcelona-decorated-streets-of.mp4,PT00H00M12S,020451_020500,"Barcelona, spain - august 16, 2019: major de gracia festival in barcelona. decorated streets of gracia district eco second life recycling plastic "
20542507,https://ak.picdn.net/shutterstock/videos/20542507/preview/stock-footage-make-up-artist-lines-the-model-s-lips-with-lip-pencil.mp4,PT00H00M13S,022051_022100,Make-up artist lines the model's lips with lip pencil
1036799276,https://ak.picdn.net/shutterstock/videos/1036799276/preview/stock-footage-road-police-helps-the-car-organize-movement-in-a-traffic-jam-after-a-concert-police-signal-lights.mp4,PT00H00M25S,080401_080450,Road police helps the car organize movement in a traffic jam after a concert. police signal lights on the car on the road. shining flasher police car in night. police at the crime scene investigation.
29346577,https://ak.picdn.net/shutterstock/videos/29346577/preview/stock-footage-sun-flicker-through-leaf-foliage-nature-forest-tree-summer-background.mp4,PT00H00M12S,038401_038450,Sun flicker through leaf foliage. nature forest tree summer background.
